Customer ID,Gender,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_0,Offer_1,Offer_2,Offer_3,Offer_4,Offer_5,Internet Type_0,Internet Type_1,Internet Type_2,Internet Type_3,Contract_0,Contract_1,Contract_2,Payment Method_0,Payment Method_1,Payment Method_2
0228-MAUWC,0,0,0,1,0,-0.484377018,2.986255794,2,1,0.433651147,-1.267655341,1,0.47883063,0,1,-0.192205017,0,0,0,0,0,0,0,1,1,-0.698615467,-0.984683214,-0.246126165,-0.261453144,-0.827035059,-1.028268321,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
0233-FTHAV,0,0,0,0,1,0.592540572,0.646252935,3,0,-0.624213341,-1.267655341,1,0.453889969,0,0,-1.020142179,0,0,0,0,0,0,0,0,1,-1.578950372,-1.004780392,-0.246126165,-0.261453144,-0.82794879,-1.044444202,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0239-OXEXL,0,1,0,0,0,-0.484377018,2.476052839,3.249582793,0,-0.624213341,-1.309202992,1,-0.004886924,0,1,-9.01E-15,0,0,0,1,0,0,0,1,1,-0.480292411,-0.998058853,-0.246126165,-0.261453144,-0.872192606,-1.052219014,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0259-GBZSH,0,0,0,0,0,-0.484377018,-0.991882167,2,0,-0.624213341,-1.309202992,1,0.658009588,0,1,-0.864903961,0,0,0,0,1,0,0,1,1,0.556742106,-0.984818094,-0.246126165,-0.261453144,-0.860049602,-1.03814607,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
0268-QKIWO,1,0,0,0,0,-0.484377018,0.366171335,3.249582793,0,-0.624213341,-1.309202992,0,-1.50263924,0,1,-0.916650034,0,0,0,0,0,0,0,1,1,-1.408165401,-1.009905847,-0.246126165,-0.261453144,-0.899628581,-1.069715011,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0278-YXOOG,0,1,0,1,0,-0.484377018,2.660587253,3.249582793,0.450267727,-6.64E-16,-5.08E-15,0.905565471,-4.17E-15,0.370111958,0.783222457,-9.08E-15,0.247282168,0.303261399,0.301476554,0.250202823,0.334901834,0.341554438,0.310400779,0.698198929,0.641408405,1.50E-14,-4.74E-15,-2.59E-16,9.96E-16,8.39E-16,-2.58E-15,0.60863216,0.06441668,0.104332306,0.05127373,0.074314457,0.097030667,0.106603927,0.2028233,0.47379523,0.216777543,0.567093948,0.194872627,0.238033425,0.612364108,0.340580886,0.047055006
0282-NVSJS,1,0,1,1,0,-0.484377018,-0.303609681,3,1,-0.271591845,1.516037275,1,1.705517343,1,1,-0.813157889,0,1,1,1,1,1,0,1,1,1.547999209,2.269373647,-0.246126165,-0.261453144,3.155317156,2.725699454,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0295-QVKPB,1,0,1,1,0,-0.484377018,-0.569715722,3.249582793,0.450267727,-6.64E-16,-5.08E-15,0.905565471,-4.17E-15,0.370111958,0.783222457,-9.08E-15,0.247282168,0.303261399,0.301476554,0.250202823,0.334901834,0.341554438,0.310400779,0.698198929,0.641408405,1.50E-14,-4.74E-15,-2.59E-16,9.96E-16,8.39E-16,-2.58E-15,0.60863216,0.06441668,0.104332306,0.05127373,0.074314457,0.097030667,0.106603927,0.2028233,0.47379523,0.216777543,0.567093948,0.194872627,0.238033425,0.612364108,0.340580886,0.047055006
0302-JOIVN,0,0,0,0,0,-0.484377018,-0.896525125,2,0,-0.624213341,-1.267655341,1,1.212611125,1,1,0.428747855,0,0,0,0,0,0,0,1,1,0.391239144,-0.946129902,-0.246126165,-0.261453144,-0.800152131,-0.9897999,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0310-SUCIN,0,0,0,0,0,-0.484377018,-0.758433298,1,0,-0.624213341,-1.309202992,1,0.646195591,0,1,0.32525571,0,0,0,0,1,0,0,1,1,-0.332396147,-0.996170527,-0.246126165,-0.261453144,-0.860266012,-1.047194742,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0311-UNPFF,1,0,0,1,0,-0.484377018,-0.34258913,1,1,-0.271591845,-0.644440576,1,-0.60477545,0,1,-0.45093538,0,0,0,0,0,0,0,1,1,0.209890154,-0.475060139,-0.246126165,-0.261453144,-0.6200269,-0.563672559,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0327-WFZSY,0,0,0,0,0,-0.484377018,-0.303609681,3.249582793,0.450267727,-6.64E-16,-5.08E-15,0.905565471,-4.17E-15,0.370111958,0.783222457,-9.08E-15,0.247282168,0.303261399,0.301476554,0.250202823,0.334901834,0.341554438,0.310400779,0.698198929,0.641408405,1.50E-14,-4.74E-15,-2.59E-16,9.96E-16,8.39E-16,-2.58E-15,0.60863216,0.06441668,0.104332306,0.05127373,0.074314457,0.097030667,0.106603927,0.2028233,0.47379523,0.216777543,0.567093948,0.194872627,0.238033425,0.612364108,0.340580886,0.047055006
0330-IVZHA,1,0,0,0,0,-0.484377018,-0.716506622,2,0,-0.624213341,-1.22610769,1,0.589750937,0,1,-0.657919671,0,0,0,0,1,0,0,1,1,0.495118663,-0.912072604,-0.246126165,-0.261453144,-0.78464275,-0.958255866,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0337-CNPZE,0.503488561,0.196657472,0.165017037,0.487262697,0.233327925,-5.42E-17,-1.036708533,1,0,-0.624213341,-1.309202992,0,-1.50263924,0,1,0.118271419,0,0,0,0,0,1,1,1,0,-1.034903401,-1.005140073,-0.246126165,-0.261453144,-0.899628581,-1.065943249,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0347-UBKUZ,0,0,1,1,0,-0.484377018,0.09626242,3.249582793,0,-0.624213341,-0.436702321,1,-1.168565651,1,1,0.170017492,0,0,0,0,0,0,0,0,1,0.350743739,-0.259903436,-0.246126165,-0.261453144,-0.764997534,-0.436297287,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0354-VXMJC,0.503488561,0.196657472,0.165017037,0.487262697,0.233327925,-5.42E-17,1.412341711,1,0,-0.624213341,0.43579835,1,1.081344489,1,1,0.170017492,0,0,0,1,1,1,1,0,1,1.252206681,0.872619763,-0.246126165,5.723299188,1.135719206,1.07236508,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0363-SVHYR,0,0,0,1,0,-0.484377018,-0.353997749,2,1,-0.271591845,0.43579835,1,0.942201855,0,1,0.014779274,0,0,0,0,1,0,0,1,0,-0.291900742,0.102789934,-0.246126165,-0.261453144,1.026119579,0.380847978,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0366-NQSHS,1,0,1,0,0,-0.484377018,-1.003861217,3.249582793,0,-0.624213341,-1.267655341,1,1.477769729,1,1,-0.088712871,0,0,0,0,0,0,0,1,1,0.366589767,-0.950580955,-0.246126165,-0.261453144,-0.790437728,-0.990447505,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
0378-TOVMS,0,1,0,0,0,-0.484377018,0.272002691,1,0,-0.624213341,-0.602892925,1,0.840470212,0,1,0.32525571,1,0,0,0,1,1,1,1,1,1.113113766,-0.238277613,-0.246126165,-0.261453144,-0.127044989,-0.230373279,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0380-ZCSBI,1,0,0,1,0,-0.484377018,-0.674342267,3.249582793,1,-0.271591845,-0.436702321,1,0.285212342,0,1,0.066525347,1,0,0,1,0,0,0,1,1,-0.360566864,-0.502643178,-0.246126165,-0.261453144,-0.179127655,-0.45501377,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0396-UKGAI,1,0,1,1,0,-0.484377018,-2.80E-16,3,0,-0.624213341,-1.309202992,1,-0.440035822,0,1,-0.399189307,0,0,0,0,0,0,0,1,0,0.164112739,-0.989831149,-0.246126165,-0.261453144,-0.880163706,-1.048066517,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0397-GZBBC,0.503488561,0.196657472,0.165017037,0.487262697,0.233327925,-5.42E-17,0.591729243,3.249582793,1,-0.271591845,1.640680228,1,0.540525949,1,1,-0.45093538,0,1,1,1,1,1,1,1,1,1.90E-14,2.625278038,-0.246126165,-0.261453144,1.795108361,2.604803785,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0402-CQAJN,0,0,1,0,0,-0.484377018,-0.507728892,1,0,-6.26E-16,-1.309202992,1,-1.87E-15,0,1,-0.916650034,0,0,0,0,0,0,0,1,0,-0.48909576,-0.998171253,-0.246126165,-0.261453144,2.87E-15,-1.052400486,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0407-BDJKB,1,0,0,0,0,-0.484377018,-0.995542432,2,0,-0.624213341,-1.267655341,1,0.599595935,0,0,-1.020142179,0,0,0,0,0,0,0,0,0,-1.552540325,-1.005971836,-0.246126165,-0.261453144,-0.822610677,-1.043807272,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
0409-WTMPL,1,0,0,0,0,-0.484377018,0.098021249,1,0,-0.624213341,-1.309202992,1,1.483020395,0,0,-1.020142179,0,0,0,0,0,0,0,0,1,-1.557822334,-1.011816653,-0.246126165,-0.261453144,-0.844936972,-1.05504072,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0420-TXVSG,0,1,0,0,0,-0.484377018,1.142147581,1,0,-0.624213341,-1.309202992,1,-0.571302458,0,1,-9.01E-15,0,0,0,0,0,0,1,1,1,0.181719437,-0.989606348,-0.246126165,-0.261453144,-0.882568262,-1.048600257,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0422-UXFAP,1,1,0,1,0,-0.484377018,-0.446977995,1,1,-0.271591845,0.85127486,1,0.547745614,1,1,2.757321126,1,0,1,0,0,1,1,1,0,1.037404964,1.240236268,-0.246126165,-0.261453144,1.091006502,1.300257827,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0426-TIRNE,1,0,0,1,0,-0.484377018,1.623971596,2,1,-0.271591845,-0.561345274,1,1.381945085,0,1,0.014779274,0,1,0,1,1,1,1,1,0,1.90E-14,-0.1717591,-0.246126165,-0.261453144,0.104333337,-0.109249881,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0440-QEXBZ,0.503488561,0.196657472,0.165017037,0.487262697,0.233327925,-5.42E-17,2.45009823,1,1,-0.271591845,0.061869491,1,1.209329459,1,1,2.65382898,1,1,0,1,0,0,0,1,0,-0.063013666,0.001899402,-0.246126165,-0.261453144,0.789427186,0.230948878,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0463-TXOAK,1,1,0,1,0,-0.484377018,0.470417592,3.249582793,0.450267727,-6.64E-16,-5.08E-15,0.905565471,-4.17E-15,0.370111958,0.783222457,-9.08E-15,0.247282168,0.303261399,0.301476554,0.250202823,0.334901834,0.341554438,0.310400779,0.698198929,0.641408405,1.50E-14,-4.74E-15,-2.59E-16,9.96E-16,8.39E-16,-2.58E-15,0.60863216,0.06441668,0.104332306,0.05127373,0.074314457,0.097030667,0.106603927,0.2028233,0.47379523,0.216777543,0.567093948,0.194872627,0.238033425,0.612364108,0.340580886,0.047055006
0464-WJTKO,0,0,0,0,0,-0.484377018,-0.985702498,3.249582793,0,-0.624213341,1.183656067,1,1.20342246,1,1,0.428747855,0,0,1,1,1,1,1,1,1,1.484615096,1.869318409,-0.246126165,-0.261453144,2.124135674,2.103895912,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0479-HMSWA,0,0,1,0,0,-0.484377018,0.813817029,1,0,-0.624213341,-0.519797623,1,1.695672345,0,1,-0.399189307,0,1,1,0,0,1,0,1,1,1.044447644,-0.219529239,-0.246126165,9.87E-16,0.272111177,-0.06893472,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0480-BIXDE,1,0,1,1,0,-0.484377018,2.527724376,3,1,-0.271591845,-0.104321113,1,-1.197444311,0,1,0.480493928,0,1,0,0,0,0,0,1,1,-0.49437777,-0.334132611,-0.246126165,-0.261453144,-0.731910854,-0.48525192,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0480-KYJVA,1,0,0,0,0,-0.484377018,-0.975054454,1,0.450267727,-6.64E-16,-5.08E-15,0.905565471,-4.17E-15,0.370111958,0.783222457,-9.08E-15,0.247282168,0.303261399,0.301476554,0.250202823,0.334901834,0.341554438,0.310400779,0.698198929,0.641408405,1.50E-14,-4.74E-15,-2.59E-16,9.96E-16,8.39E-16,-2.58E-15,0.60863216,0.06441668,0.104332306,0.05127373,0.074314457,0.097030667,0.106603927,0.2028233,0.47379523,0.216777543,0.567093948,0.194872627,0.238033425,0.612364108,0.340580886,0.047055006
0488-GSLFR,1,0,0,1,0,-0.484377018,1.828993989,3,1,-0.271591845,-0.561345274,1,0.337718996,1,1,0.118271419,0,0,1,0,1,1,1,1,0,1.368410888,-0.115986059,-0.246126165,-0.261453144,-0.259103162,-0.172672427,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0496-AHOOK,1,0,1,1,0,-0.484377018,-1.027866853,3.249582793,0.450267727,-6.64E-16,-5.08E-15,0.905565471,-4.17E-15,0.370111958,0.783222457,-9.08E-15,0.247282168,0.303261399,0.301476554,0.250202823,0.334901834,0.341554438,0.310400779,0.698198929,0.641408405,1.50E-14,-4.74E-15,-2.59E-16,9.96E-16,8.39E-16,-2.58E-15,0.60863216,0.06441668,0.104332306,0.05127373,0.074314457,0.097030667,0.106603927,0.2028233,0.47379523,0.216777543,0.567093948,0.194872627,0.238033425,0.612364108,0.340580886,0.047055006
0506-LVNGN,1,1,0,0,0,-0.484377018,1.075264551,1,0,-0.624213341,-0.935274133,1,0.416478978,1,1,3.378273998,0,0,0,0,0,0,1,1,1,0.34194039,-0.655912262,-0.246126165,-0.261453144,-0.548082608,-0.685511168,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0516-VRYBW,0,0,0,0,0,-0.484377018,0.899286601,3,0,-0.624213341,-1.309202992,1,0.500489625,1,1,0.532240001,0,0,0,0,0,1,1,1,1,0.724005738,-0.982682488,-0.246126165,-0.261453144,-0.862935068,-1.037309877,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0523-VNGTF,0,0,0,0,0,-0.484377018,-0.59823727,3.249582793,0,-0.624213341,-0.685988227,1,1.172574801,0,1,-0.657919671,0,1,1,0,0,1,0,1,1,1.012755587,-0.31336103,4.498459798,-0.261453144,-0.115551215,-0.299097641,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0531-ZZJWQ,0,0,0,1,1,2.746375752,0.999064482,3,0,-0.624213341,-1.267655341,0,-1.50263924,0,1,1.6706536,0,0,0,0,0,0,0,1,1,-1.40992607,-1.004465671,-0.246126165,-0.261453144,-0.899628581,-1.065409509,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0562-FGDCR,0,0,0,0,0,-0.484377018,-0.342874345,1,0,-0.624213341,-1.309202992,0,-1.50263924,0,1,0.480493928,0,0,0,0,0,1,1,1,0,-1.004972014,-1.004757912,-0.246126165,-0.261453144,-0.899628581,-1.065640796,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
0567-GGCAC,1,0,0,0,0,-0.484377018,0.96407805,3,0,-0.624213341,-0.436702321,0,-1.50263924,0,1,-9.01E-15,0,0,1,0,0,1,0,1,1,-0.728546854,-0.614638863,-0.246126165,-0.261453144,-0.899628581,-0.756889997,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0581-MDMPW,0,1,0,0,0,-0.484377018,-0.818233476,3,0,-0.624213341,-1.184560039,1,1.235582786,1,1,2.550336835,0,0,1,0,0,0,0,1,0,1.90E-14,-0.870934085,-0.246126165,-0.261453144,-0.698992493,-0.900348635,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0582-AVCLN,0,0,1,0,0,-0.484377018,0.466757327,3,0,-0.624213341,-1.267655341,1,0.0371184,1,1,0.273509637,0,0,0,0,0,0,0,1,1,1.90E-14,-0.949681753,-0.246126165,-0.261453144,-0.843217715,-1.005356642,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0584-BJQGZ,1,0,1,1,0,-0.484377018,0.95523637,2,0,-0.624213341,-1.184560039,1,-0.806269736,1,1,-0.606173598,0,0,0,0,0,0,0,0,1,0.350743739,-0.88305084,-0.246126165,0.593511475,-0.848603919,-0.9471007,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0594-UFTUL,0,0,1,1,0,-0.484377018,1.828993989,1,1,-0.271591845,-0.685988227,1,0.211703026,0,1,-0.606173598,0,1,0,0,0,0,0,1,1,0.347222399,-0.491155865,-0.246126165,-0.261453144,-0.397172722,-0.510455123,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0596-BQCEQ,0,1,0,1,0,-0.484377018,-1.041794876,1,1,-0.271591845,0.394250699,1,-1.053707345,1,1,0.377001783,0,0,0,0,1,1,1,1,1,1.90E-14,0.86126733,-0.246126165,-0.261453144,-0.554238269,0.513404086,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0611-DFXKO,1,0,0,0,0,-0.484377018,-1.041794876,3.249582793,0,-0.624213341,-1.309202992,1,-1.237480635,0,1,-0.709665743,0,0,0,0,1,0,0,1,1,0.532092729,-0.985132815,-0.246126165,-0.261453144,-0.894771379,-1.048671422,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0612-RTZZA,0,1,0,1,0,-0.484377018,-0.433382724,3,1,-0.271591845,-0.644440576,1,1.632008026,1,1,0.32525571,0,0,0,0,0,1,1,1,1,0.739851767,-0.368257349,-0.246126165,-0.261453144,0.076524655,-0.272994197,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0617-FHSGK,1,0,0,1,0,-0.484377018,1.138107028,2,1,-0.271591845,-0.561345274,1,-0.57786579,1,1,-9.01E-15,0,0,0,0,0,0,1,0,1,0.676467653,-0.361895491,-0.246126165,5.295816879,-0.577766842,-0.415346213,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0621-CXBKL,0,0,1,0,0,-0.484377018,-0.946105083,3.249582793,0,-0.624213341,-0.104321113,0,-1.50263924,0,1,-0.657919671,0,0,1,0,1,0,0,0,1,-0.850033071,-0.493538752,-0.246126165,4.01336995,-0.899628581,-0.625465418,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0635-WKOLD,1,1,0,1,0,-0.484377018,-2.80E-16,1,0,-0.624213341,-0.478249972,1,-0.665158103,1,1,1.463669309,0,0,0,0,0,0,1,1,1,0.630690238,-0.187854827,-0.246126165,-0.261453144,-0.577466273,-0.323774221,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0637-KVDLV,0,0,0,0,1,2.746375752,-0.194229545,1,0,-0.624213341,-0.852178831,1,0.160509038,1,1,1.87763789,0,0,0,0,0,0,0,0,1,1.90E-14,-0.603960832,-0.246126165,3.158405331,-0.534040005,-0.611773208,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
