,Customer ID,Gender,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Population,Satisfaction Score,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_0,Offer_1,Offer_2,Offer_3,Offer_4,Offer_5,Internet Type_0,Internet Type_1,Internet Type_2,Internet Type_3,Contract_0,Contract_1,Contract_2,Payment Method_0,Payment Method_1,Payment Method_2
10,0064-SUDOG,1.0,0.0,0.0,0.0,1.0,2.7463757519806578,-1.0169335930601762,4.0,0.0,-0.6242133405586695,-1.3092029919212915,1.0,0.5077092895862134,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5807110418414867,-1.012108893404058,-0.246126164874075,-0.2614531442151687,-0.862802817637333,-1.0605595913311376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
11,0080-EMYVY,0.0,0.0,0.0,1.0,1.0,1.669458162144379,0.141754289136945,4.0,0.0,-0.6242133405586695,0.1865124437074529,1.0,-1.3976259310489951,0.0,1.0,-0.4509353800676984,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0849430491410068,0.4691475551567093,-0.246126164874075,-0.2614531442151687,-0.8284537463510618,0.1219129125440354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
12,0118-JPNOY,1.0,0.0,1.0,1.0,0.0,-0.4843770175281787,2.476052838600405,1.0,1.0,-0.2715918448484234,-0.9352741330141052,1.0,-0.7727967439857094,0.0,1.0,0.5322400007287745,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9881062096403216,-0.6009260229398895,-0.246126164874075,4.013369950235806,-0.7659353106882651,-0.6708866921283343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13,0121-SNYRK,1.0,1.0,0.0,0.0,0.0,-0.4843770175281787,-1.0364708533507614,1.0,0.0,-0.6242133405586695,-1.3092029919212915,1.0,-0.5667081255635752,0.0,1.0,1.3601771635047517,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8419706154847423,-0.9811763238475169,-0.246126164874075,-0.2614531442151687,-0.882484102095025,-1.04190359919767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
14,0129-KPTWJ,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,3.249582792508808,1.0,0.7862726422823147,-0.1458687642100458,1.0,1.089876819969758,1.0,1.0,-0.1922050167002055,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7521764552204708,0.0762409776063983,-0.246126164874075,6.150781497461292,0.4775804201969391,0.250864496544963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15,0130-SXOUN,0.0,1.0,0.0,0.0,0.0,-0.4843770175281787,0.3015700290321952,2.0,0.0,-0.6242133405586695,-0.8106311800450433,1.0,-1.106870332447067,1.0,1.0,1.463669308851749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.9015673372543873e-14,-0.5715445778741922,-3.2461083676042423e-16,9.87169461337037e-16,-0.8053820390362721,-0.6948907590618404,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
16,0137-UDEUO,1.0,1.0,0.0,1.0,1.0,1.669458162144379,0.4074325075410357,4.0,1.0,0.4336511465720686,1.6406802283465098,1.0,-0.2529808656725557,1.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.38879803264922,-0.2390868953366278,-0.246126164874075,-0.2614531442151687,0.748549747690807,0.0281276780100275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
17,0142-GVYSN,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-0.225080352377524,2.0,0.0,-0.6242133405586695,-1.1014647369728547,1.0,1.3721000872357374,1.0,1.0,-0.7614118161086899,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0250802756314925,-0.7797324606235588,-0.246126164874075,-0.2614531442151687,-0.5836700251790349,-0.7940383014625536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18,0151-ONTOV,0.0,1.0,0.0,1.0,0.0,-0.4843770175281787,-2.7958236803800794e-16,4.0,1.0,2.549380120833545,-0.9352741330141052,1.0,1.7527733314549667,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5666256833686596,-0.9364859544591418,-0.246126164874075,-0.2614531442151687,-0.3032988867835696,-0.8351184901295158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
19,0177-PXBAT,0.0,1.0,0.0,1.0,1.0,2.7463757519806578,0.5848365352891243,4.0,1.0,2.549380120833545,-0.1874164151997331,1.0,-0.4623511499931315,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.5807110418414867,-0.776405410991024,-0.246126164874075,-0.2614531442151687,-0.3660577779681462,-0.7270005574620714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20,0191-ZHSKZ,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-1.051634809634695,3.0,1.0,0.4336511465720686,0.6019889536043264,1.0,1.001271840711834,1.0,1.0,-9.008110030355818e-15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.26981337909686,1.0954196883512464,-0.246126164874075,-0.2614531442151687,1.256115285840093,1.2345117338853726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,0195-IESCP,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,-1.051159450503537,4.0,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
22,0196-VULGZ,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,0.2655378068904345,4.0,0.0,-0.6242133405586695,-1.3092029919212915,1.0,1.164042469274539,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5807110418414867,-1.012108893404058,-0.246126164874075,-0.2614531442151687,-0.8507800415483336,-1.0570013246644452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
23,0201-MIBOL,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,-0.182202958747091,1.0,0.0,-0.6242133405586695,0.3111553966765149,1.0,0.8325942135319344,1.0,1.0,-0.6061735980881942,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.4212309826797491,0.8368314996819917,-0.246126164874075,-0.2614531442151687,0.8114529121884513,0.8982555338829533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,0206-TBWLC,1.0,0.0,1.0,1.0,1.0,0.5925405723081001,-0.1713647705566933,4.0,1.0,-0.2715918448484234,-0.1458687642100458,1.0,1.7370213351424468,1.0,1.0,-0.0369667986797098,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.391299595924992,0.3120793404099405,-0.246126164874075,-0.2614531442151687,0.821359679685787,0.4858844516133203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25,0207-MDKNV,0.0,1.0,0.0,1.0,0.0,-0.4843770175281787,0.877847903734788,3.0,1.0,1.4915156337028068,-0.0212258112409838,1.0,-0.2359162030006591,0.0,1.0,1.4119232361782503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3894784745451778,0.0242895471956667,-0.246126164874075,-0.2614531442151687,-0.1571019295413373,-0.0314661721237345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,0219-QAERP,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,1.74076733452553,4.0,0.0,-0.6242133405586695,-0.644440576086294,0.0,-1.5026392397991273,0.0,1.0,-0.4509353800676984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3852766930310132,-0.848791220563744,-0.246126164874075,-0.2614531442151687,-0.8996285807979381,-0.9422045254636192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
27,0219-YTZUE,1.0,0.0,0.0,1.0,1.0,2.7463757519806578,1.9259672520246065,4.0,1.0,2.9020016165437905,-1.1014647369728547,1.0,-1.3995949305880602,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5842323814596933,-0.9698688511099148,-0.246126164874075,-0.2614531442151687,-0.8883031257221008,-1.0346767595976178,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
28,0224-HJAPT,0.0,1.0,0.0,0.0,0.0,-0.4843770175281787,-0.3412105881193729,1.0,1.0,-0.2715918448484234,-1.1845600389522295,1.0,1.4036040798607776,0.0,1.0,2.032876108260233,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5778701441192376,-0.8847818047643418,-0.246126164874075,1.448476093565221,-0.6866811707095813,-0.8934313642632686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
29,0225-ZORZP,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-0.3673078044199358,4.0,1.0,-0.2715918448484234,1.4744896243877603,1.0,1.7468663328377716,0.0,1.0,-0.864903961455687,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.2627706998604464,2.015865953244111,-0.246126164874075,3.585887640790708,3.1480553995333,2.554941794694871,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,0235-KGSLC,0.0,0.0,0.0,1.0,1.0,0.5925405723081001,0.063557712061488,4.0,1.0,-0.2715918448484234,1.6406802283465098,1.0,0.9139795278132868,1.0,1.0,-0.502681452741197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7980143218278692,2.7670598081143014,5.374281128448093,-0.2614531442151687,2.287657451500149,2.8477408838969764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
31,0248-PGHBZ,0.0,1.0,0.0,1.0,1.0,0.5925405723081001,0.5409133515701442,3.0,1.0,1.8441371294130529,1.5160372753774478,0.0,-1.5026392397991273,0.0,1.0,-9.008110030355818e-15,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.7215041749990448,0.3099662142919792,-0.246126164874075,-0.2614531442151687,-0.8996285807979381,-0.0251324574570223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32,0256-LTHVJ,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,-1.0517298814609266,2.0,0.4502677267564497,-6.64080181401619e-16,-5.0820580548929444e-15,0.90556547136135,-4.169812493201919e-15,0.370111958461788,0.7832224565958137,-9.08267998104506e-15,0.247282167775434,0.3032613986694791,0.3014765536264806,0.2502028233003407,0.3349018335226351,0.3415544377738114,0.3104007788414733,0.6981989290929742,0.6414084049975661,1.5043837234408032e-14,-4.7407946283393344e-15,-2.588298623692073e-16,9.961202721024284e-16,8.393235626048239e-16,-2.5848398727472736e-15,0.6086321596625021,0.06441668018822,0.1043323056952782,0.0512737303261398,0.0743144572448483,0.0970306668830115,0.1066039266590946,0.2028233003407431,0.473795229595976,0.2167775434041862,0.5670939477527178,0.194872626967386,0.2380334252798961,0.6123641083887718,0.3405808859321759,0.0470550056790524
33,0264-CNITK,1.0,0.0,0.0,1.0,1.0,0.5925405723081001,-0.3254762008780499,4.0,1.0,2.9020016165437905,-5.018634871765108e-15,1.0,-1.865411092263473e-15,1.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.374712674176393,-0.2196865991685355,-0.246126164874075,-0.2614531442151687,-0.1144210744253895,-0.2119236661250327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
34,0265-PSUAE,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-0.6510021338949069,4.0,0.0,-0.6242133405586695,-0.8521788310347307,1.0,0.0200537370777876,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5507796550867294,-0.9010348918205768,-0.246126164874075,-0.2614531442151687,-0.5649144944801958,-0.8844894401298709,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
35,0270-THENM,0.5034885607658608,0.1966574720103845,0.1650170371572286,0.4872626967386013,0.2333279247119909,-5.4187098135201535e-17,-0.566530816288167,1.0,0.0,-0.6242133405586695,-1.3092029919212915,1.0,-1.3956569315099303,0.0,1.0,-9.008110030355818e-15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6993563609473699,-0.9829972091193772,-0.246126164874075,0.1660291652299287,-0.8976688682954312,-1.0442805213310205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36,0285-INHLN,1.0,1.0,0.0,1.0,1.0,1.669458162144379,-0.5196128700428928,3.0,1.0,1.8441371294130529,-1.3092029919212915,1.0,-0.2798905260397771,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.5595830041322465,-1.0118391326230416,-0.246126164874075,-0.2614531442151687,-0.8772301489441323,-1.0646160153311666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
37,0292-WEGCH,0.0,0.0,0.0,1.0,1.0,0.5925405723081001,-0.9030850811478848,3.249582792508808,1.0,-0.2715918448484234,-0.1874164151997331,1.0,0.2222043564217919,1.0,1.0,-0.0369667986797098,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.915918747467084,0.1072634674232783,-0.246126164874075,-0.2614531442151687,-0.0149446250650088,0.0762745842770405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
38,0297-RBCSG,0.0,0.0,1.0,0.0,0.0,-0.4843770175281787,-0.8032596636047481,4.0,0.0,-0.6242133405586695,-1.143012387962542,1.0,1.3845704176498164,0.0,1.0,0.3770017827082788,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1598505058950718,-0.8914808641595812,-0.2461261648740901,0.5935114746750261,-0.635187620720397,-0.8906096587965815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39,0298-XACET,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,-0.8580685714272417,3.249582792508808,1.0,2.549380120833545,0.7266319065733884,1.0,1.5486537125718975,1.0,1.0,-0.4509353800676984,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69407435152006,0.8514210619219591,-0.246126164874075,-0.2614531442151687,1.895065721089964,1.2305086838853434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,0303-UNCIP,0.0,0.0,0.0,1.0,1.0,0.5925405723081001,-2.7958236803800794e-16,4.0,1.0,0.4336511465720686,-1.0599170859831677,1.0,-1.119340662861145,0.0,0.0,-1.020142179476183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9015673372543873e-14,-0.9531212026218168,-0.246126164874075,-0.2614531442151687,-0.8504794721461088,-1.010227909330775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
41,0310-MVLET,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,0.5178584337089912,3.0,0.0,-0.6242133405586695,-1.3092029919212915,1.0,-1.4284735904943464,0.0,1.0,-0.7096657434351914,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.9015673372543873e-14,-2.453460010804957e-15,-3.2461083676042423e-16,-0.2614531442151687,-0.8982700070998811,-1.045686036664364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42,0322-CHQRU,1.0,0.0,1.0,1.0,1.0,1.669458162144379,-0.9099302526365568,1.0,1.0,1.1388941379925608,-0.4367023211378572,0.0,-1.5026392397991273,0.0,1.0,-0.0887128713532084,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.8588364201091074,-2.453460010804957e-15,-3.2461083676042423e-16,-0.2614531442151687,-0.8996285807979381,-0.7652163414623463,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43,0326-VDYXE,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,0.6064653757568038,2.0,0.0,-0.6242133405586695,-0.9352741330141052,1.0,1.75146066509559,0.0,1.0,-0.140458944026707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.6898121184351843,-0.8251421920946441,-0.246126164874075,-0.2614531442151687,-0.3035393423053495,-0.7470691814622158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
44,0330-BGYZE,1.0,0.0,0.0,0.0,0.0,-0.4843770175281787,1.9901407347309088,3.249582792508808,0.0,-0.6242133405586695,-0.644440576086294,1.0,-1.2066329757596923,0.0,1.0,-0.3474432347207013,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0356442944861124,-0.2900042427534636,-0.246126164874075,-0.2614531442151687,-0.80744995652358,-0.4726841222602418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45,0334-ZFJSR,0.0,0.0,0.0,1.0,0.0,-0.4843770175281787,1.0136104715934535,4.0,1.0,2.196758625123299,0.6019889536043264,1.0,-1.2926126222988632,0.0,1.0,-0.0887128713532084,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.9015673372543873e-14,0.2035455861810299,-0.246126164874075,-0.2614531442151687,-0.7188060284193877,-0.0558402987905765,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
46,0345-HKJVM,0.0,0.0,0.0,0.0,0.0,-0.4843770175281787,1.2276171524406925,5.0,0.0,-0.6242133405586695,0.685084255583701,1.0,-1.0097330218531948,0.0,1.0,-0.3474432347207013,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3525044085540073,0.6524724859224026,-0.246126164874075,-0.2614531442151687,-0.4572024434988505,0.3768769522792028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
